"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|ES","Actual Total Load [MW] - BZN|ES"
"09.08.2020 00:00 - 09.08.2020 01:00","26121","25931"
"09.08.2020 01:00 - 09.08.2020 02:00","24578","24300"
"09.08.2020 02:00 - 09.08.2020 03:00","23331","23105"
"09.08.2020 03:00 - 09.08.2020 04:00","22499","22358"
"09.08.2020 04:00 - 09.08.2020 05:00","21955","21827"
"09.08.2020 05:00 - 09.08.2020 06:00","21546","21638"
"09.08.2020 06:00 - 09.08.2020 07:00","21560","21632"
"09.08.2020 07:00 - 09.08.2020 08:00","21218","21166"
"09.08.2020 08:00 - 09.08.2020 09:00","22004","21818"
"09.08.2020 09:00 - 09.08.2020 10:00","23481","23596"
"09.08.2020 10:00 - 09.08.2020 11:00","25156","25314"
"09.08.2020 11:00 - 09.08.2020 12:00","26512","26676"
"09.08.2020 12:00 - 09.08.2020 13:00","27752","27931"
"09.08.2020 13:00 - 09.08.2020 14:00","28729","29170"
"09.08.2020 14:00 - 09.08.2020 15:00","29380","29834"
"09.08.2020 15:00 - 09.08.2020 16:00","29171","29382"
"09.08.2020 16:00 - 09.08.2020 17:00","28696","28853"
"09.08.2020 17:00 - 09.08.2020 18:00","28328","28546"
"09.08.2020 18:00 - 09.08.2020 19:00","28099","28095"
"09.08.2020 19:00 - 09.08.2020 20:00","27933","27992"
"09.08.2020 20:00 - 09.08.2020 21:00","27772","28089"
"09.08.2020 21:00 - 09.08.2020 22:00","28938","29139"
"09.08.2020 22:00 - 09.08.2020 23:00","29450","29447"
"09.08.2020 23:00 - 10.08.2020 00:00","27951","27974"
"10.08.2020 00:00 - 10.08.2020 01:00","26145","26181"
"10.08.2020 01:00 - 10.08.2020 02:00","24521","24491"
"10.08.2020 02:00 - 10.08.2020 03:00","23248","23316"
"10.08.2020 03:00 - 10.08.2020 04:00","22564","22518"
"10.08.2020 04:00 - 10.08.2020 05:00","22235","22209"
"10.08.2020 05:00 - 10.08.2020 06:00","22516","22333"
"10.08.2020 06:00 - 10.08.2020 07:00","24074","23831"
"10.08.2020 07:00 - 10.08.2020 08:00","25481","25387"
"10.08.2020 08:00 - 10.08.2020 09:00","27385","27327"
"10.08.2020 09:00 - 10.08.2020 10:00","29861","29575"
"10.08.2020 10:00 - 10.08.2020 11:00","31529","31209"
"10.08.2020 11:00 - 10.08.2020 12:00","32716","32093"
"10.08.2020 12:00 - 10.08.2020 13:00","33886","33228"
"10.08.2020 13:00 - 10.08.2020 14:00","35029","34239"
"10.08.2020 14:00 - 10.08.2020 15:00","35178","34196"
"10.08.2020 15:00 - 10.08.2020 16:00","34356","33295"
"10.08.2020 16:00 - 10.08.2020 17:00","33873","33149"
"10.08.2020 17:00 - 10.08.2020 18:00","33622","33093"
"10.08.2020 18:00 - 10.08.2020 19:00","33048","32643"
"10.08.2020 19:00 - 10.08.2020 20:00","32530","32015"
"10.08.2020 20:00 - 10.08.2020 21:00","31870","31307"
"10.08.2020 21:00 - 10.08.2020 22:00","32280","31858"
"10.08.2020 22:00 - 10.08.2020 23:00","31116","30542"
"10.08.2020 23:00 - 11.08.2020 00:00","29045","28436"
"11.08.2020 00:00 - 11.08.2020 01:00","26996","26665"
"11.08.2020 01:00 - 11.08.2020 02:00","25269","25087"
"11.08.2020 02:00 - 11.08.2020 03:00","24099","23868"
"11.08.2020 03:00 - 11.08.2020 04:00","23392","23238"
"11.08.2020 04:00 - 11.08.2020 05:00","23055","22991"
"11.08.2020 05:00 - 11.08.2020 06:00","23165","23051"
"11.08.2020 06:00 - 11.08.2020 07:00","24449","24487"
"11.08.2020 07:00 - 11.08.2020 08:00","25665","25909"
"11.08.2020 08:00 - 11.08.2020 09:00","27417","27759"
"11.08.2020 09:00 - 11.08.2020 10:00","29580","29886"
"11.08.2020 10:00 - 11.08.2020 11:00","30993","31318"
"11.08.2020 11:00 - 11.08.2020 12:00","31925","32463"
"11.08.2020 12:00 - 11.08.2020 13:00","32946","33460"
"11.08.2020 13:00 - 11.08.2020 14:00","33807","34076"
"11.08.2020 14:00 - 11.08.2020 15:00","33571","33709"
"11.08.2020 15:00 - 11.08.2020 16:00","32748","32582"
"11.08.2020 16:00 - 11.08.2020 17:00","32385","32208"
"11.08.2020 17:00 - 11.08.2020 18:00","32260","31753"
"11.08.2020 18:00 - 11.08.2020 19:00","31893","31188"
"11.08.2020 19:00 - 11.08.2020 20:00","31503","30627"
"11.08.2020 20:00 - 11.08.2020 21:00","30956","30411"
"11.08.2020 21:00 - 11.08.2020 22:00","31446","31220"
"11.08.2020 22:00 - 11.08.2020 23:00","30254","29606"
"11.08.2020 23:00 - 12.08.2020 00:00","28254","27393"
"12.08.2020 00:00 - 12.08.2020 01:00","26297","25589"
"12.08.2020 01:00 - 12.08.2020 02:00","24697","23992"
"12.08.2020 02:00 - 12.08.2020 03:00","23569","22839"
"12.08.2020 03:00 - 12.08.2020 04:00","22923","22256"
"12.08.2020 04:00 - 12.08.2020 05:00","22673","22018"
"12.08.2020 05:00 - 12.08.2020 06:00","22796","22180"
"12.08.2020 06:00 - 12.08.2020 07:00","24217","23522"
"12.08.2020 07:00 - 12.08.2020 08:00","25516","24900"
"12.08.2020 08:00 - 12.08.2020 09:00","27225","26786"
"12.08.2020 09:00 - 12.08.2020 10:00","29275","28819"
"12.08.2020 10:00 - 12.08.2020 11:00","30511","30230"
"12.08.2020 11:00 - 12.08.2020 12:00","31422","31373"
"12.08.2020 12:00 - 12.08.2020 13:00","32341","32412"
"12.08.2020 13:00 - 12.08.2020 14:00","33080","33021"
"12.08.2020 14:00 - 12.08.2020 15:00","32723","32555"
"12.08.2020 15:00 - 12.08.2020 16:00","31752","31419"
"12.08.2020 16:00 - 12.08.2020 17:00","31339","31130"
"12.08.2020 17:00 - 12.08.2020 18:00","31135","30844"
"12.08.2020 18:00 - 12.08.2020 19:00","30655","30221"
"12.08.2020 19:00 - 12.08.2020 20:00","30254","29790"
"12.08.2020 20:00 - 12.08.2020 21:00","29933","29486"
"12.08.2020 21:00 - 12.08.2020 22:00","30743","30313"
"12.08.2020 22:00 - 12.08.2020 23:00","29397","29229"
"12.08.2020 23:00 - 13.08.2020 00:00","27427","27148"
"13.08.2020 00:00 - 13.08.2020 01:00","25511","25436"
"13.08.2020 01:00 - 13.08.2020 02:00","23971","23794"
"13.08.2020 02:00 - 13.08.2020 03:00","22900","22704"
"13.08.2020 03:00 - 13.08.2020 04:00","22269","22070"
"13.08.2020 04:00 - 13.08.2020 05:00","22041","21782"
"13.08.2020 05:00 - 13.08.2020 06:00","22161","21997"
"13.08.2020 06:00 - 13.08.2020 07:00","23518","23482"
"13.08.2020 07:00 - 13.08.2020 08:00","24750","24921"
"13.08.2020 08:00 - 13.08.2020 09:00","26440","26942"
"13.08.2020 09:00 - 13.08.2020 10:00","28510","29093"
"13.08.2020 10:00 - 13.08.2020 11:00","29929","30618"
"13.08.2020 11:00 - 13.08.2020 12:00","30969","31821"
"13.08.2020 12:00 - 13.08.2020 13:00","31988","32736"
"13.08.2020 13:00 - 13.08.2020 14:00","32682","33329"
"13.08.2020 14:00 - 13.08.2020 15:00","32376","33058"
"13.08.2020 15:00 - 13.08.2020 16:00","31408","32058"
"13.08.2020 16:00 - 13.08.2020 17:00","31105","31599"
"13.08.2020 17:00 - 13.08.2020 18:00","30900","31340"
"13.08.2020 18:00 - 13.08.2020 19:00","30401","30856"
"13.08.2020 19:00 - 13.08.2020 20:00","29988","30328"
"13.08.2020 20:00 - 13.08.2020 21:00","29667","29914"
"13.08.2020 21:00 - 13.08.2020 22:00","30483","30615"
"13.08.2020 22:00 - 13.08.2020 23:00","29296","29675"
"13.08.2020 23:00 - 14.08.2020 00:00","27293","27519"
"14.08.2020 00:00 - 14.08.2020 01:00","25671","25719"
"14.08.2020 01:00 - 14.08.2020 02:00","24068","24038"
"14.08.2020 02:00 - 14.08.2020 03:00","22964","22895"
"14.08.2020 03:00 - 14.08.2020 04:00","22309","22204"
"14.08.2020 04:00 - 14.08.2020 05:00","22059","21948"
"14.08.2020 05:00 - 14.08.2020 06:00","22206","22036"
"14.08.2020 06:00 - 14.08.2020 07:00","23582","23406"
"14.08.2020 07:00 - 14.08.2020 08:00","24839","24731"
"14.08.2020 08:00 - 14.08.2020 09:00","26562","26534"
"14.08.2020 09:00 - 14.08.2020 10:00","28612","28618"
"14.08.2020 10:00 - 14.08.2020 11:00","29999","30302"
"14.08.2020 11:00 - 14.08.2020 12:00","31041","31269"
"14.08.2020 12:00 - 14.08.2020 13:00","31978","32063"
"14.08.2020 13:00 - 14.08.2020 14:00","32663","32707"
"14.08.2020 14:00 - 14.08.2020 15:00","32315","32303"
"14.08.2020 15:00 - 14.08.2020 16:00","31309","31428"
"14.08.2020 16:00 - 14.08.2020 17:00","30998","30954"
"14.08.2020 17:00 - 14.08.2020 18:00","30660","30682"
"14.08.2020 18:00 - 14.08.2020 19:00","30264","30314"
"14.08.2020 19:00 - 14.08.2020 20:00","29903","29909"
"14.08.2020 20:00 - 14.08.2020 21:00","29346","29529"
"14.08.2020 21:00 - 14.08.2020 22:00","30068","30216"
"14.08.2020 22:00 - 14.08.2020 23:00","28958","29048"
"14.08.2020 23:00 - 15.08.2020 00:00","26992","27022"
"15.08.2020 00:00 - 15.08.2020 01:00","25148","25417"
"15.08.2020 01:00 - 15.08.2020 02:00","23631","23886"
"15.08.2020 02:00 - 15.08.2020 03:00","22509","22691"
"15.08.2020 03:00 - 15.08.2020 04:00","21788","21852"
"15.08.2020 04:00 - 15.08.2020 05:00","21314","21319"
"15.08.2020 05:00 - 15.08.2020 06:00","21004","21073"
"15.08.2020 06:00 - 15.08.2020 07:00","21161","21288"
"15.08.2020 07:00 - 15.08.2020 08:00","21169","21235"
"15.08.2020 08:00 - 15.08.2020 09:00","21994","22100"
"15.08.2020 09:00 - 15.08.2020 10:00","23471","23698"
"15.08.2020 10:00 - 15.08.2020 11:00","24826","25270"
"15.08.2020 11:00 - 15.08.2020 12:00","25893","26221"
"15.08.2020 12:00 - 15.08.2020 13:00","26549","26888"
"15.08.2020 13:00 - 15.08.2020 14:00","27154","27535"
"15.08.2020 14:00 - 15.08.2020 15:00","27309","27741"
"15.08.2020 15:00 - 15.08.2020 16:00","26690","26913"
"15.08.2020 16:00 - 15.08.2020 17:00","26122","26322"
"15.08.2020 17:00 - 15.08.2020 18:00","25850","26055"
"15.08.2020 18:00 - 15.08.2020 19:00","25929","25863"
"15.08.2020 19:00 - 15.08.2020 20:00","25817","25591"
"15.08.2020 20:00 - 15.08.2020 21:00","25752","25661"
"15.08.2020 21:00 - 15.08.2020 22:00","27344","26950"
"15.08.2020 22:00 - 15.08.2020 23:00","26992","26504"
"15.08.2020 23:00 - 16.08.2020 00:00","25326","24950"
"16.08.2020 00:00 - 16.08.2020 01:00","23541","23327"
"16.08.2020 01:00 - 16.08.2020 02:00","22161","21940"
"16.08.2020 02:00 - 16.08.2020 03:00","21173","20812"
"16.08.2020 03:00 - 16.08.2020 04:00","20528","20250"
"16.08.2020 04:00 - 16.08.2020 05:00","20115","19857"
"16.08.2020 05:00 - 16.08.2020 06:00","19827","19606"
"16.08.2020 06:00 - 16.08.2020 07:00","20019","19746"
"16.08.2020 07:00 - 16.08.2020 08:00","19985","19360"
"16.08.2020 08:00 - 16.08.2020 09:00","20815","20097"
"16.08.2020 09:00 - 16.08.2020 10:00","22247","21647"
"16.08.2020 10:00 - 16.08.2020 11:00","23841","23136"
"16.08.2020 11:00 - 16.08.2020 12:00","24721","24098"
"16.08.2020 12:00 - 16.08.2020 13:00","25729","24923"
"16.08.2020 13:00 - 16.08.2020 14:00","26418","25645"
"16.08.2020 14:00 - 16.08.2020 15:00","26727","25888"
"16.08.2020 15:00 - 16.08.2020 16:00","26000","25081"
"16.08.2020 16:00 - 16.08.2020 17:00","25452","24512"
"16.08.2020 17:00 - 16.08.2020 18:00","25031","24340"
"16.08.2020 18:00 - 16.08.2020 19:00","24892","24350"
"16.08.2020 19:00 - 16.08.2020 20:00","25063","24466"
"16.08.2020 20:00 - 16.08.2020 21:00","25283","24704"
"16.08.2020 21:00 - 16.08.2020 22:00","26959","26406"
"16.08.2020 22:00 - 16.08.2020 23:00","26983","26325"
"16.08.2020 23:00 - 17.08.2020 00:00","25503","24644"
"17.08.2020 00:00 - 17.08.2020 01:00","23680","23043"
"17.08.2020 01:00 - 17.08.2020 02:00","22145","21586"
"17.08.2020 02:00 - 17.08.2020 03:00","21078","20701"
"17.08.2020 03:00 - 17.08.2020 04:00","20455","20165"
"17.08.2020 04:00 - 17.08.2020 05:00","20255","20047"
"17.08.2020 05:00 - 17.08.2020 06:00","20555","20470"
"17.08.2020 06:00 - 17.08.2020 07:00","22132","22251"
"17.08.2020 07:00 - 17.08.2020 08:00","23306","23819"
"17.08.2020 08:00 - 17.08.2020 09:00","24980","25669"
"17.08.2020 09:00 - 17.08.2020 10:00","27139","27204"
"17.08.2020 10:00 - 17.08.2020 11:00","28680","28403"
"17.08.2020 11:00 - 17.08.2020 12:00","29738","29413"
"17.08.2020 12:00 - 17.08.2020 13:00","30564","29981"
"17.08.2020 13:00 - 17.08.2020 14:00","31570","30720"
"17.08.2020 14:00 - 17.08.2020 15:00","31475","31165"
"17.08.2020 15:00 - 17.08.2020 16:00","30627","30481"
"17.08.2020 16:00 - 17.08.2020 17:00","30288","29988"
"17.08.2020 17:00 - 17.08.2020 18:00","30204","29804"
"17.08.2020 18:00 - 17.08.2020 19:00","29869","29573"
"17.08.2020 19:00 - 17.08.2020 20:00","29318","29058"
"17.08.2020 20:00 - 17.08.2020 21:00","29103","28787"
"17.08.2020 21:00 - 17.08.2020 22:00","30204","30225"
"17.08.2020 22:00 - 17.08.2020 23:00","28814","29060"
"17.08.2020 23:00 - 18.08.2020 00:00","26870","26773"
"18.08.2020 00:00 - 18.08.2020 01:00","24946","25133"
"18.08.2020 01:00 - 18.08.2020 02:00","23439","23736"
"18.08.2020 02:00 - 18.08.2020 03:00","22377","22556"
"18.08.2020 03:00 - 18.08.2020 04:00","21773","21966"
"18.08.2020 04:00 - 18.08.2020 05:00","21571","21854"
"18.08.2020 05:00 - 18.08.2020 06:00","21765","22025"
"18.08.2020 06:00 - 18.08.2020 07:00","23274","23560"
"18.08.2020 07:00 - 18.08.2020 08:00","24667","25002"
"18.08.2020 08:00 - 18.08.2020 09:00","26363","26761"
"18.08.2020 09:00 - 18.08.2020 10:00","28141","28841"
"18.08.2020 10:00 - 18.08.2020 11:00","29416","30202"
"18.08.2020 11:00 - 18.08.2020 12:00","30491","31108"
"18.08.2020 12:00 - 18.08.2020 13:00","31308","31998"
"18.08.2020 13:00 - 18.08.2020 14:00","32057","32539"
"18.08.2020 14:00 - 18.08.2020 15:00","32006","31838"
"18.08.2020 15:00 - 18.08.2020 16:00","31272","30798"
"18.08.2020 16:00 - 18.08.2020 17:00","31008","30440"
"18.08.2020 17:00 - 18.08.2020 18:00","30784","30427"
"18.08.2020 18:00 - 18.08.2020 19:00","30437","30139"
"18.08.2020 19:00 - 18.08.2020 20:00","29936","29845"
"18.08.2020 20:00 - 18.08.2020 21:00","29683","29814"
"18.08.2020 21:00 - 18.08.2020 22:00","30873","31093"
"18.08.2020 22:00 - 18.08.2020 23:00","29400","29865"
"18.08.2020 23:00 - 19.08.2020 00:00","27141","27652"
"19.08.2020 00:00 - 19.08.2020 01:00","25696","25993"
"19.08.2020 01:00 - 19.08.2020 02:00","24120","24370"
"19.08.2020 02:00 - 19.08.2020 03:00","22955","23178"
"19.08.2020 03:00 - 19.08.2020 04:00","22301","22561"
"19.08.2020 04:00 - 19.08.2020 05:00","22088","22279"
"19.08.2020 05:00 - 19.08.2020 06:00","22253","22437"
"19.08.2020 06:00 - 19.08.2020 07:00","23679","23837"
"19.08.2020 07:00 - 19.08.2020 08:00","24872","25314"
"19.08.2020 08:00 - 19.08.2020 09:00","26637","26889"
"19.08.2020 09:00 - 19.08.2020 10:00","28802","29106"
"19.08.2020 10:00 - 19.08.2020 11:00","30368","30467"
"19.08.2020 11:00 - 19.08.2020 12:00","31447","31441"
"19.08.2020 12:00 - 19.08.2020 13:00","32513","32629"
"19.08.2020 13:00 - 19.08.2020 14:00","33290","33465"
"19.08.2020 14:00 - 19.08.2020 15:00","33127","33331"
"19.08.2020 15:00 - 19.08.2020 16:00","32212","32547"
"19.08.2020 16:00 - 19.08.2020 17:00","31820","32146"
"19.08.2020 17:00 - 19.08.2020 18:00","31617","31978"
"19.08.2020 18:00 - 19.08.2020 19:00","31207","31660"
"19.08.2020 19:00 - 19.08.2020 20:00","30797","31087"
"19.08.2020 20:00 - 19.08.2020 21:00","30436","30637"
"19.08.2020 21:00 - 19.08.2020 22:00","31660","31646"
"19.08.2020 22:00 - 19.08.2020 23:00","30293","30203"
"19.08.2020 23:00 - 20.08.2020 00:00","28025","27858"
"20.08.2020 00:00 - 20.08.2020 01:00","26287","26115"
"20.08.2020 01:00 - 20.08.2020 02:00","24608","24350"
"20.08.2020 02:00 - 20.08.2020 03:00","23397","23298"
"20.08.2020 03:00 - 20.08.2020 04:00","22741","22638"
"20.08.2020 04:00 - 20.08.2020 05:00","22445","22409"
"20.08.2020 05:00 - 20.08.2020 06:00","22557","22513"
"20.08.2020 06:00 - 20.08.2020 07:00","23954","23819"
"20.08.2020 07:00 - 20.08.2020 08:00","25265","25214"
"20.08.2020 08:00 - 20.08.2020 09:00","26919","26881"
"20.08.2020 09:00 - 20.08.2020 10:00","29070","29041"
"20.08.2020 10:00 - 20.08.2020 11:00","30575","30637"
"20.08.2020 11:00 - 20.08.2020 12:00","31756","31745"
"20.08.2020 12:00 - 20.08.2020 13:00","32831","32791"
"20.08.2020 13:00 - 20.08.2020 14:00","33704","33475"
"20.08.2020 14:00 - 20.08.2020 15:00","33573","33492"
"20.08.2020 15:00 - 20.08.2020 16:00","32756","32510"
"20.08.2020 16:00 - 20.08.2020 17:00","32460","32181"
"20.08.2020 17:00 - 20.08.2020 18:00","32251","31874"
"20.08.2020 18:00 - 20.08.2020 19:00","31765","31583"
"20.08.2020 19:00 - 20.08.2020 20:00","31216","31176"
"20.08.2020 20:00 - 20.08.2020 21:00","30822","30817"
"20.08.2020 21:00 - 20.08.2020 22:00","31886","31974"
"20.08.2020 22:00 - 20.08.2020 23:00","30251","30505"
"20.08.2020 23:00 - 21.08.2020 00:00","28037","28407"
"21.08.2020 00:00 - 21.08.2020 01:00","26425","26601"
"21.08.2020 01:00 - 21.08.2020 02:00","24698","25091"
"21.08.2020 02:00 - 21.08.2020 03:00","23492","23964"
"21.08.2020 03:00 - 21.08.2020 04:00","22795","23173"
"21.08.2020 04:00 - 21.08.2020 05:00","22538","23070"
"21.08.2020 05:00 - 21.08.2020 06:00","22667","23168"
"21.08.2020 06:00 - 21.08.2020 07:00","24023","24581"
"21.08.2020 07:00 - 21.08.2020 08:00","25307","25966"
"21.08.2020 08:00 - 21.08.2020 09:00","26944","27616"
"21.08.2020 09:00 - 21.08.2020 10:00","29042","29672"
"21.08.2020 10:00 - 21.08.2020 11:00","30557","31129"
"21.08.2020 11:00 - 21.08.2020 12:00","31634","32218"
"21.08.2020 12:00 - 21.08.2020 13:00","32527","33462"
"21.08.2020 13:00 - 21.08.2020 14:00","33278","34079"
"21.08.2020 14:00 - 21.08.2020 15:00","33069","33778"
"21.08.2020 15:00 - 21.08.2020 16:00","32157","32787"
"21.08.2020 16:00 - 21.08.2020 17:00","31638","32473"
"21.08.2020 17:00 - 21.08.2020 18:00","31315","32160"
"21.08.2020 18:00 - 21.08.2020 19:00","30877","31947"
"21.08.2020 19:00 - 21.08.2020 20:00","30391","31360"
"21.08.2020 20:00 - 21.08.2020 21:00","30048","30819"
"21.08.2020 21:00 - 21.08.2020 22:00","31104","31738"
"21.08.2020 22:00 - 21.08.2020 23:00","29642","30166"
"21.08.2020 23:00 - 22.08.2020 00:00","27621","28213"
"22.08.2020 00:00 - 22.08.2020 01:00","26355","26567"
"22.08.2020 01:00 - 22.08.2020 02:00","24892","24868"
"22.08.2020 02:00 - 22.08.2020 03:00","23719","23520"
"22.08.2020 03:00 - 22.08.2020 04:00","22893","22684"
"22.08.2020 04:00 - 22.08.2020 05:00","22471","22116"
"22.08.2020 05:00 - 22.08.2020 06:00","22177","21823"
"22.08.2020 06:00 - 22.08.2020 07:00","22581","22220"
"22.08.2020 07:00 - 22.08.2020 08:00","22938","22450"
"22.08.2020 08:00 - 22.08.2020 09:00","24094","23504"
"22.08.2020 09:00 - 22.08.2020 10:00","25773","25638"
"22.08.2020 10:00 - 22.08.2020 11:00","27514","27463"
"22.08.2020 11:00 - 22.08.2020 12:00","28611","28572"
"22.08.2020 12:00 - 22.08.2020 13:00","29577","29485"
"22.08.2020 13:00 - 22.08.2020 14:00","30169","30326"
"22.08.2020 14:00 - 22.08.2020 15:00","30131","30380"
"22.08.2020 15:00 - 22.08.2020 16:00","29449","29605"
"22.08.2020 16:00 - 22.08.2020 17:00","28885","28971"
"22.08.2020 17:00 - 22.08.2020 18:00","28520","28639"
"22.08.2020 18:00 - 22.08.2020 19:00","28354","28316"
"22.08.2020 19:00 - 22.08.2020 20:00","28107","27905"
"22.08.2020 20:00 - 22.08.2020 21:00","27974","27986"
"22.08.2020 21:00 - 22.08.2020 22:00","29351","29330"
"22.08.2020 22:00 - 22.08.2020 23:00","28240","28126"
"22.08.2020 23:00 - 23.08.2020 00:00","26418","26339"
"23.08.2020 00:00 - 23.08.2020 01:00","24581","24781"
"23.08.2020 01:00 - 23.08.2020 02:00","23169","23216"
"23.08.2020 02:00 - 23.08.2020 03:00","22031","22118"
"23.08.2020 03:00 - 23.08.2020 04:00","21238","21319"
"23.08.2020 04:00 - 23.08.2020 05:00","20834","20829"
"23.08.2020 05:00 - 23.08.2020 06:00","20524","20671"
"23.08.2020 06:00 - 23.08.2020 07:00","20753","20829"
"23.08.2020 07:00 - 23.08.2020 08:00","20578","20593"
"23.08.2020 08:00 - 23.08.2020 09:00","21150","21006"
"23.08.2020 09:00 - 23.08.2020 10:00","22607","22698"
"23.08.2020 10:00 - 23.08.2020 11:00","24043","24200"
"23.08.2020 11:00 - 23.08.2020 12:00","25122","25328"
"23.08.2020 12:00 - 23.08.2020 13:00","26126","26160"
"23.08.2020 13:00 - 23.08.2020 14:00","26948","27064"
"23.08.2020 14:00 - 23.08.2020 15:00","27377","27469"
"23.08.2020 15:00 - 23.08.2020 16:00","26808","26760"
"23.08.2020 16:00 - 23.08.2020 17:00","26257","26257"
"23.08.2020 17:00 - 23.08.2020 18:00","25935","26047"
"23.08.2020 18:00 - 23.08.2020 19:00","25863","25900"
"23.08.2020 19:00 - 23.08.2020 20:00","25784","25772"
"23.08.2020 20:00 - 23.08.2020 21:00","26129","26173"
"23.08.2020 21:00 - 23.08.2020 22:00","28076","28313"
"23.08.2020 22:00 - 23.08.2020 23:00","27759","27776"
"23.08.2020 23:00 - 24.08.2020 00:00","26224","26254"
"24.08.2020 00:00 - 24.08.2020 01:00","24447","24601"
"24.08.2020 01:00 - 24.08.2020 02:00","23031","23191"
"24.08.2020 02:00 - 24.08.2020 03:00","22046","22167"
"24.08.2020 03:00 - 24.08.2020 04:00","21446","21668"
"24.08.2020 04:00 - 24.08.2020 05:00","21249","21462"
"24.08.2020 05:00 - 24.08.2020 06:00","21602","21728"
"24.08.2020 06:00 - 24.08.2020 07:00","23515","23645"
"24.08.2020 07:00 - 24.08.2020 08:00","25210","25657"
"24.08.2020 08:00 - 24.08.2020 09:00","26998","27503"
"24.08.2020 09:00 - 24.08.2020 10:00","29127","29846"
"24.08.2020 10:00 - 24.08.2020 11:00","30558","31360"
"24.08.2020 11:00 - 24.08.2020 12:00","31600","32566"
"24.08.2020 12:00 - 24.08.2020 13:00","32566","33616"
"24.08.2020 13:00 - 24.08.2020 14:00","33442","34481"
"24.08.2020 14:00 - 24.08.2020 15:00","33442","34275"
"24.08.2020 15:00 - 24.08.2020 16:00","32528","33349"
"24.08.2020 16:00 - 24.08.2020 17:00","32213","33032"
"24.08.2020 17:00 - 24.08.2020 18:00","32244","32880"
"24.08.2020 18:00 - 24.08.2020 19:00","31823","32501"
"24.08.2020 19:00 - 24.08.2020 20:00","31192","31810"
"24.08.2020 20:00 - 24.08.2020 21:00","30970","31445"
"24.08.2020 21:00 - 24.08.2020 22:00","32176","32505"
"24.08.2020 22:00 - 24.08.2020 23:00","30280","30698"
"24.08.2020 23:00 - 25.08.2020 00:00","28042","28669"
"25.08.2020 00:00 - 25.08.2020 01:00","26623","26802"
"25.08.2020 01:00 - 25.08.2020 02:00","25101","25095"
"25.08.2020 02:00 - 25.08.2020 03:00","23894","24017"
"25.08.2020 03:00 - 25.08.2020 04:00","23305","23504"
"25.08.2020 04:00 - 25.08.2020 05:00","23026","23140"
"25.08.2020 05:00 - 25.08.2020 06:00","23181","23394"
"25.08.2020 06:00 - 25.08.2020 07:00","24798","25202"
"25.08.2020 07:00 - 25.08.2020 08:00","26482","27050"
"25.08.2020 08:00 - 25.08.2020 09:00","28216","28879"
"25.08.2020 09:00 - 25.08.2020 10:00","30551","31190"
"25.08.2020 10:00 - 25.08.2020 11:00","32189","32697"
"25.08.2020 11:00 - 25.08.2020 12:00","33440","33977"
"25.08.2020 12:00 - 25.08.2020 13:00","34611","35370"
"25.08.2020 13:00 - 25.08.2020 14:00","35359","36200"
"25.08.2020 14:00 - 25.08.2020 15:00","35030","35906"
